,id,date,zipcode,season,price,Median Price,condition,status,profit
9095,5556800150,2014-05-15,98001,spring,204700.0,256000.0,3,Buy,51300.0
9109,809003160,2014-12-18,98109,winter,570000.0,708750.0,3,Buy,138750.0
9118,4204400201,2014-10-21,98055,fall,216180.0,294000.0,3,Buy,77820.0
9120,1922059278,2014-10-14,98030,fall,145000.0,280000.0,3,Buy,135000.0
9121,1922059278,2015-03-05,98030,spring,255000.0,280000.0,3,Buy,25000.0
9123,9407111250,2014-10-29,98045,fall,245000.0,345000.0,3,Buy,100000.0
9126,259600530,2014-05-05,98008,spring,501000.0,535900.0,3,Buy,34900.0
9145,7578200025,2015-04-08,98116,spring,487500.0,558000.0,3,Buy,70500.0
9148,3395300180,2014-08-12,98052,summer,534950.0,600000.0,3,Buy,65050.0
9149,369000690,2014-08-12,98199,summer,403504.0,651000.0,3,Buy,247496.0
9150,7977200720,2015-04-27,98115,spring,500000.0,560750.0,3,Buy,60750.0
9156,7934000145,2014-12-01,98136,winter,450000.0,485000.0,3,Buy,35000.0
9169,8661000033,2014-06-27,98022,summer,235000.0,251500.0,3,Buy,16500.0
9171,226039279,2014-09-18,98177,fall,505000.0,506000.0,3,Buy,1000.0
9174,5113260040,2014-10-16,98038,fall,240000.0,326992.0,3,Buy,86992.0
9177,2591010150,2015-04-14,98033,spring,405000.0,630000.0,3,Buy,225000.0
9179,2310060230,2014-10-10,98038,fall,272000.0,326992.0,3,Buy,54992.0
9180,4449800315,2014-06-20,98117,summer,412000.0,541000.0,3,Buy,129000.0
9181,3299600120,2014-07-18,98075,summer,698000.0,741000.0,3,Buy,43000.0
9182,2490200615,2014-06-09,98136,summer,400000.0,485000.0,3,Buy,85000.0
9185,5029450100,2014-08-12,98023,summer,190000.0,265500.0,3,Buy,75500.0
9188,6197200021,2014-11-06,98058,fall,144000.0,329000.0,3,Buy,185000.0
9192,7899800476,2015-04-27,98106,spring,267100.0,315000.0,3,Buy,47900.0
9209,7853301240,2014-07-17,98065,summer,443500.0,506950.0,3,Buy,63450.0
9212,4468400211,2015-02-20,98133,winter,205000.0,375000.0,3,Buy,170000.0
9218,4024101050,2014-06-02,98155,summer,305000.0,367500.0,3,Buy,62500.0
9223,446000150,2015-04-15,98115,spring,480000.0,560750.0,3,Buy,80750.0
9224,7436500120,2015-02-19,98033,winter,529000.0,630000.0,3,Buy,101000.0
9228,7558750120,2015-03-10,98052,spring,580000.0,600000.0,3,Buy,20000.0
9231,114100763,2014-07-28,98028,summer,230000.0,433000.0,3,Buy,203000.0
9240,2402100205,2014-11-19,98103,fall,412133.0,549500.0,3,Buy,137367.0
9242,5315100805,2014-12-18,98040,winter,650000.0,876650.0,3,Buy,226650.0
9243,8682262240,2015-03-30,98053,spring,505000.0,558500.0,3,Buy,53500.0
9255,7853230720,2014-09-10,98065,fall,368000.0,506950.0,3,Buy,138950.0
9261,6205500580,2014-12-10,98005,winter,530000.0,710000.0,3,Buy,180000.0
9263,1518000230,2014-12-31,98019,winter,315000.0,402750.0,3,Buy,87750.0
9266,3278602170,2014-12-15,98126,winter,347000.0,399000.0,3,Buy,52000.0
9268,8141200027,2014-09-25,98112,fall,490000.0,760500.0,3,Buy,270500.0
9273,5615100330,2015-03-27,98022,spring,200000.0,251500.0,3,Buy,51500.0
9279,4443800385,2014-08-18,98117,summer,410000.0,541000.0,3,Buy,131000.0
9284,7437101030,2014-08-22,98038,summer,265000.0,326992.0,3,Buy,61992.0
9285,3856904610,2014-10-02,98105,fall,485000.0,625252.0,3,Buy,140252.0
9289,6046401030,2014-05-28,98103,spring,432500.0,549500.0,3,Buy,117000.0
9292,2771602450,2014-08-26,98119,summer,370000.0,685000.0,3,Buy,315000.0
9306,9477201530,2015-04-23,98034,spring,439000.0,440000.0,3,Buy,1000.0
9311,1502400300,2014-09-16,98003,fall,235000.0,263750.0,3,Buy,28750.0
9316,4123800180,2014-08-27,98038,summer,309000.0,326992.0,3,Buy,17992.0
9327,109200730,2014-05-06,98023,spring,218000.0,265500.0,3,Buy,47500.0
9334,7147800015,2015-04-01,98188,spring,245500.0,260250.0,3,Buy,14750.0
9337,9543000945,2015-04-27,98001,spring,182500.0,256000.0,3,Buy,73500.0
9338,402000145,2014-10-28,98118,fall,217000.0,365500.0,3,Buy,148500.0
9341,7230900120,2014-10-27,98056,fall,339950.0,375000.0,3,Buy,35050.0
9344,3738900035,2014-08-25,98155,summer,298800.0,367500.0,3,Buy,68700.0
9351,2413300730,2014-09-24,98003,fall,263500.0,263750.0,3,Buy,250.0
9356,66000265,2014-08-07,98126,summer,370000.0,399000.0,3,Buy,29000.0
9360,2877100985,2014-06-23,98117,summer,490000.0,541000.0,3,Buy,51000.0
9361,4310701575,2014-06-10,98103,summer,429000.0,549500.0,3,Buy,120500.0
9363,7202331050,2014-09-24,98053,fall,550000.0,558500.0,3,Buy,8500.0
9367,1352300315,2014-08-08,98055,summer,219950.0,294000.0,3,Buy,74050.0
9370,6123600090,2014-05-19,98148,spring,251200.0,274000.0,3,Buy,22800.0
9373,8100900115,2015-02-06,98108,winter,259000.0,345000.0,3,Buy,86000.0
9377,2767603608,2014-10-02,98107,fall,405000.0,529475.0,3,Buy,124475.0
9378,425059103,2014-12-02,98033,winter,625000.0,630000.0,3,Buy,5000.0
9380,1931300688,2015-04-29,98103,spring,533000.0,549500.0,3,Buy,16500.0
9382,179001425,2014-10-24,98178,fall,230000.0,275000.0,3,Buy,45000.0
9386,4037600115,2014-09-22,98007,fall,415500.0,544250.0,3,Buy,128750.0
9388,7857000716,2015-03-13,98108,spring,334998.0,345000.0,3,Buy,10002.0
9391,4077800518,2014-06-11,98125,summer,371000.0,422000.0,3,Buy,51000.0
9396,126039599,2015-03-26,98177,spring,475000.0,506000.0,3,Buy,31000.0
9400,2407000145,2015-01-20,98146,winter,197200.0,295000.0,3,Buy,97800.0
9407,5104510120,2015-03-27,98038,spring,305000.0,326992.0,3,Buy,21992.0
9417,9828701565,2015-02-09,98112,winter,375000.0,760500.0,3,Buy,385500.0
9421,6632900405,2014-10-29,98155,fall,329922.0,367500.0,3,Buy,37578.0
9424,6381500035,2014-05-08,98125,spring,385000.0,422000.0,3,Buy,37000.0
9427,3211000930,2015-03-16,98059,spring,275000.0,423000.0,3,Buy,148000.0
9429,6632300040,2015-04-25,98125,spring,327000.0,422000.0,3,Buy,95000.0
9435,5420800090,2014-11-17,98030,fall,225000.0,280000.0,3,Buy,55000.0
9438,2392100090,2015-04-02,98116,spring,550000.0,558000.0,3,Buy,8000.0
9439,4302201085,2014-09-18,98106,fall,248000.0,315000.0,3,Buy,67000.0
9441,7215730580,2014-09-02,98075,fall,680000.0,741000.0,3,Buy,61000.0
9444,3834000720,2015-03-19,98125,spring,390000.0,422000.0,3,Buy,32000.0
9448,2312400230,2014-09-24,98003,fall,257000.0,263750.0,3,Buy,6750.0
9450,7518501140,2015-01-13,98117,winter,300000.0,541000.0,3,Buy,241000.0
9451,9126100815,2014-12-17,98122,winter,500000.0,557500.0,3,Buy,57500.0
9453,7215730040,2014-05-15,98075,spring,695000.0,741000.0,3,Buy,46000.0
9454,8155760040,2014-12-18,98030,winter,213400.0,280000.0,3,Buy,66600.0
9455,1376800220,2014-07-09,98199,summer,425000.0,651000.0,3,Buy,226000.0
9461,3630030180,2015-02-24,98029,winter,499000.0,564800.0,3,Buy,65800.0
9463,4310702876,2014-11-03,98103,fall,398500.0,549500.0,3,Buy,151000.0
9464,5647900120,2014-06-13,98001,summer,250600.0,256000.0,3,Buy,5400.0
9466,6169901006,2014-07-15,98119,summer,600000.0,685000.0,3,Buy,85000.0
9468,5104520620,2014-07-24,98038,summer,291500.0,326992.0,3,Buy,35492.0
9471,1862400057,2015-03-04,98117,spring,320000.0,541000.0,3,Buy,221000.0
9472,8682262720,2015-03-10,98053,spring,495000.0,558500.0,3,Buy,63500.0
9479,1443500385,2014-05-13,98118,spring,155000.0,365500.0,3,Buy,210500.0
9480,259600410,2015-04-13,98008,spring,505000.0,535900.0,3,Buy,30900.0
9484,2267000458,2015-05-01,98117,spring,497000.0,541000.0,3,Buy,44000.0
9486,7436600090,2015-01-02,98059,winter,287000.0,423000.0,3,Buy,136000.0
9489,5054800110,2014-10-16,98055,fall,238000.0,294000.0,3,Buy,56000.0
9491,7443000652,2014-11-03,98119,fall,365000.0,685000.0,3,Buy,320000.0
9493,4191400090,2015-03-10,98033,spring,525000.0,630000.0,3,Buy,105000.0
9495,9144300110,2015-04-24,98072,spring,308000.0,440000.0,3,Buy,132000.0
9496,7853301930,2014-10-09,98065,fall,405000.0,506950.0,3,Buy,101950.0
9502,3734900110,2015-02-04,98045,winter,230000.0,345000.0,3,Buy,115000.0
9505,1310930100,2015-03-18,98052,spring,525000.0,600000.0,3,Buy,75000.0
9511,5412400180,2015-04-17,98030,spring,267500.0,280000.0,3,Buy,12500.0
9513,4037500110,2014-05-06,98008,spring,404000.0,535900.0,3,Buy,131900.0
9528,1795900210,2014-05-18,98052,spring,575550.0,600000.0,3,Buy,24450.0
9544,3601200017,2014-07-02,98198,summer,175000.0,262950.0,3,Buy,87950.0
9557,2487700065,2014-05-05,98136,spring,400000.0,485000.0,3,Buy,85000.0
9565,8682290360,2015-03-30,98053,spring,457000.0,558500.0,3,Buy,101500.0
9568,3298500690,2014-07-08,98008,summer,300000.0,535900.0,3,Buy,235900.0
9571,4053200933,2014-06-23,98042,summer,249000.0,280000.0,3,Buy,31000.0
9572,5589300205,2014-08-05,98155,summer,274000.0,367500.0,3,Buy,93500.0
9574,1787600165,2014-06-23,98125,summer,396500.0,422000.0,3,Buy,25500.0
9581,5466310730,2014-08-22,98042,summer,165000.0,280000.0,3,Buy,115000.0
9582,2767704055,2014-06-09,98107,summer,435000.0,529475.0,3,Buy,94475.0
9589,886000015,2014-12-10,98108,winter,275000.0,345000.0,3,Buy,70000.0
9590,3578600062,2014-05-12,98028,spring,270000.0,433000.0,3,Buy,163000.0
9592,3629970620,2014-10-03,98029,fall,476100.0,564800.0,3,Buy,88700.0
9595,114700150,2014-11-14,98023,fall,236000.0,265500.0,3,Buy,29500.0
9598,7973202712,2015-03-24,98146,spring,130000.0,295000.0,3,Buy,165000.0
9600,8122600165,2014-10-15,98126,fall,273000.0,399000.0,3,Buy,126000.0
9604,5649000150,2014-06-10,98034,summer,385000.0,440000.0,3,Buy,55000.0
9605,7812800775,2014-09-10,98178,fall,264250.0,275000.0,3,Buy,10750.0
9606,2770604410,2014-10-29,98119,fall,608000.0,685000.0,3,Buy,77000.0
9611,2917200085,2015-04-08,98103,spring,350000.0,549500.0,3,Buy,199500.0
9616,1687910100,2014-05-30,98006,spring,655000.0,697450.0,3,Buy,42450.0
9619,325059131,2014-10-13,98033,fall,390000.0,630000.0,3,Buy,240000.0
9623,9828702055,2014-05-08,98122,spring,358000.0,557500.0,3,Buy,199500.0
9626,2953000300,2014-10-08,98031,fall,201000.0,282000.0,3,Buy,81000.0
9637,6821102346,2014-05-22,98199,spring,505000.0,651000.0,3,Buy,146000.0
9639,1842200040,2014-07-01,98052,summer,425000.0,600000.0,3,Buy,175000.0
9643,6071000265,2015-01-25,98006,winter,550000.0,697450.0,3,Buy,147450.0
9644,3222059206,2014-08-28,98030,summer,265000.0,280000.0,3,Buy,15000.0
9650,8835200790,2015-04-06,98034,spring,280000.0,440000.0,3,Buy,160000.0
9670,8861000210,2015-04-08,98004,spring,865000.0,867500.0,3,Buy,2500.0
9682,3834000400,2014-11-19,98125,fall,415000.0,422000.0,3,Buy,7000.0
9688,7559600200,2014-10-21,98075,fall,641000.0,741000.0,3,Buy,100000.0
9689,1995200320,2015-02-10,98115,winter,280000.0,560750.0,3,Buy,280750.0
9690,4223000140,2014-08-05,98003,summer,260750.0,263750.0,3,Buy,3000.0
9691,7215730200,2014-11-19,98075,fall,601000.0,741000.0,3,Buy,140000.0
9697,4031000260,2014-06-06,98001,summer,200000.0,256000.0,3,Buy,56000.0
9698,1454100260,2014-11-17,98125,fall,357000.0,422000.0,3,Buy,65000.0
9699,1934800138,2014-12-04,98122,winter,390000.0,557500.0,3,Buy,167500.0
9701,2946003415,2014-05-16,98198,spring,174500.0,262950.0,3,Buy,88450.0
9702,1926049326,2015-02-10,98133,winter,305000.0,375000.0,3,Buy,70000.0
9704,7452500565,2014-08-29,98126,summer,260000.0,399000.0,3,Buy,139000.0
9716,5683500030,2015-03-20,98115,spring,489000.0,560750.0,3,Buy,71750.0
9722,8691410310,2015-02-13,98075,winter,680000.0,741000.0,3,Buy,61000.0
9724,3904940160,2014-09-04,98029,fall,555000.0,564800.0,3,Buy,9800.0
9726,4137070030,2014-08-08,98092,summer,272000.0,297300.0,3,Buy,25300.0
9727,2144800117,2014-06-26,98178,summer,270000.0,275000.0,3,Buy,5000.0
9728,3392100140,2015-01-06,98003,winter,215000.0,263750.0,3,Buy,48750.0
9730,4058801230,2015-03-05,98178,spring,256000.0,275000.0,3,Buy,19000.0
9731,2787320140,2015-03-24,98031,spring,255000.0,282000.0,3,Buy,27000.0
9734,3013300830,2014-11-06,98136,fall,410000.0,485000.0,3,Buy,75000.0
9735,2475201070,2014-07-16,98055,summer,259000.0,294000.0,3,Buy,35000.0
9738,8701600030,2014-11-13,98116,fall,518000.0,558000.0,3,Buy,40000.0
9739,8944360390,2015-03-05,98029,spring,485000.0,564800.0,3,Buy,79800.0
9744,5416500520,2014-08-25,98038,summer,300000.0,326992.0,3,Buy,26992.0
9748,2061100435,2014-07-24,98115,summer,499950.0,560750.0,3,Buy,60800.0
9757,6675500105,2014-07-29,98034,summer,306000.0,440000.0,3,Buy,134000.0
9763,4137040060,2015-04-06,98092,spring,265500.0,297300.0,3,Buy,31800.0
9764,7982600030,2014-08-12,98001,summer,219000.0,256000.0,3,Buy,37000.0
9765,1775930140,2015-05-05,98072,spring,365000.0,440000.0,3,Buy,75000.0
9767,3585210200,2014-06-02,98034,summer,366000.0,440000.0,3,Buy,74000.0
9768,2705600069,2015-05-01,98117,spring,514950.0,541000.0,3,Buy,26050.0
9772,705700960,2014-07-24,98038,summer,315000.0,326992.0,3,Buy,11992.0
9774,2645500013,2014-06-24,98133,summer,336500.0,375000.0,3,Buy,38500.0
9794,3760500240,2015-05-12,98034,spring,435000.0,440000.0,3,Buy,5000.0
9799,3918400013,2014-07-01,98133,summer,337000.0,375000.0,3,Buy,38000.0
9800,1545804820,2014-11-11,98038,fall,240000.0,326992.0,3,Buy,86992.0
9803,5145100310,2015-03-07,98034,spring,305000.0,440000.0,3,Buy,135000.0
9804,255550270,2015-04-03,98019,spring,350000.0,402750.0,3,Buy,52750.0
9827,5013500400,2015-03-26,98116,spring,440000.0,558000.0,3,Buy,118000.0
9830,3905050240,2014-06-24,98029,summer,425000.0,564800.0,3,Buy,139800.0
9831,5381000070,2014-08-26,98188,summer,204950.0,260250.0,3,Buy,55300.0
9833,6865200831,2014-05-07,98103,spring,475000.0,549500.0,3,Buy,74500.0
9842,7950304075,2014-08-13,98118,summer,225000.0,365500.0,3,Buy,140500.0
9846,6300500105,2014-10-02,98133,fall,304000.0,375000.0,3,Buy,71000.0
9847,4400200060,2014-10-21,98112,fall,650000.0,760500.0,3,Buy,110500.0
9849,7789000260,2014-08-22,98056,summer,269000.0,375000.0,3,Buy,106000.0
9855,7215730070,2014-09-11,98075,fall,680000.0,741000.0,3,Buy,61000.0
9857,2770601677,2015-04-22,98199,spring,494000.0,651000.0,3,Buy,157000.0
9869,4123800320,2015-02-06,98038,winter,176000.0,326992.0,3,Buy,150992.0
9871,3856905185,2014-06-24,98105,summer,483000.0,625252.0,3,Buy,142252.0
9874,2333230060,2014-11-05,98058,fall,311000.0,329000.0,3,Buy,18000.0
9875,7129303240,2015-01-02,98118,winter,332500.0,365500.0,3,Buy,33000.0
9876,1219000473,2014-06-26,98166,summer,164950.0,363405.0,3,Buy,198455.0
9878,5469700060,2015-01-23,98031,winter,264500.0,282000.0,3,Buy,17500.0
9884,7183000060,2015-03-25,98003,spring,260000.0,263750.0,3,Buy,3750.0
9885,194000565,2015-04-09,98116,spring,505000.0,558000.0,3,Buy,53000.0
9887,7922710320,2015-03-16,98052,spring,530000.0,600000.0,3,Buy,70000.0
9890,8651411260,2014-11-13,98042,fall,128000.0,280000.0,3,Buy,152000.0
9891,7272000260,2014-11-13,98198,fall,210500.0,262950.0,3,Buy,52450.0
9896,2771101963,2014-06-11,98199,summer,386000.0,651000.0,3,Buy,265000.0
9898,524069116,2014-06-02,98075,summer,472500.0,741000.0,3,Buy,268500.0
9905,7883602650,2015-04-13,98108,spring,250000.0,345000.0,3,Buy,95000.0
9906,3546000340,2014-10-08,98030,fall,192500.0,280000.0,3,Buy,87500.0
9911,263000327,2015-02-27,98103,winter,400000.0,549500.0,3,Buy,149500.0
9912,5153200358,2014-10-29,98023,fall,240000.0,265500.0,3,Buy,25500.0
9913,2258500045,2014-09-23,98122,fall,317500.0,557500.0,3,Buy,240000.0
9919,767000159,2014-08-21,98177,summer,337900.0,506000.0,3,Buy,168100.0
9920,5366200030,2015-02-05,98122,winter,535000.0,557500.0,3,Buy,22500.0
9921,7857000861,2014-09-22,98108,fall,325000.0,345000.0,3,Buy,20000.0
9924,5318101040,2014-07-31,98112,summer,650000.0,760500.0,3,Buy,110500.0
9926,1026049036,2014-09-10,98155,fall,275000.0,367500.0,3,Buy,92500.0
9936,1771000960,2015-04-29,98077,spring,380000.0,567500.0,3,Buy,187500.0
9938,8842400071,2014-05-07,98118,spring,352000.0,365500.0,3,Buy,13500.0
9941,3275740030,2014-05-07,98034,spring,420000.0,440000.0,3,Buy,20000.0
9949,9407150350,2015-04-10,98038,spring,308950.0,326992.0,3,Buy,18042.0
9956,723049307,2014-07-08,98146,summer,210000.0,295000.0,3,Buy,85000.0
9957,7577700521,2014-10-01,98116,fall,539000.0,558000.0,3,Buy,19000.0
9960,1822059331,2014-07-16,98031,summer,215000.0,282000.0,3,Buy,67000.0
9961,7852030310,2014-06-18,98065,summer,440000.0,506950.0,3,Buy,66950.0
9963,192450200,2014-08-21,98045,summer,319900.0,345000.0,3,Buy,25100.0
9964,1771100030,2015-01-06,98077,winter,335000.0,567500.0,3,Buy,232500.0
9971,8083350070,2014-12-17,98055,winter,235000.0,294000.0,3,Buy,59000.0
9980,6840700036,2014-07-28,98122,summer,497000.0,557500.0,3,Buy,60500.0
9983,3528900160,2014-10-01,98109,fall,655000.0,708750.0,3,Buy,53750.0
9984,1442800060,2014-11-20,98038,fall,205000.0,326992.0,3,Buy,121992.0
9985,8722100030,2015-04-07,98112,spring,632750.0,760500.0,3,Buy,127750.0
9988,8691391090,2014-05-08,98075,spring,716500.0,741000.0,3,Buy,24500.0
9989,7853302190,2014-12-17,98065,winter,388500.0,506950.0,3,Buy,118450.0
9991,5126300510,2015-01-08,98059,winter,419000.0,423000.0,3,Buy,4000.0
9997,9164100125,2014-08-07,98117,summer,533000.0,541000.0,3,Buy,8000.0
10000,7818900060,2014-07-08,98177,summer,458400.0,506000.0,3,Buy,47600.0
10008,4040800260,2014-06-16,98008,summer,418000.0,535900.0,3,Buy,117900.0
10019,2473420070,2015-04-30,98058,spring,291600.0,329000.0,3,Buy,37400.0
10020,5706201360,2015-02-19,98027,winter,435000.0,573475.0,3,Buy,138475.0
10021,4442800012,2014-12-18,98117,winter,465000.0,541000.0,3,Buy,76000.0
10028,2979800764,2014-06-05,98115,summer,390000.0,560750.0,3,Buy,170750.0
10029,3904980270,2015-05-05,98029,spring,517500.0,564800.0,3,Buy,47300.0
10033,4440400125,2014-05-08,98178,spring,228000.0,275000.0,3,Buy,47000.0
10036,2896000710,2014-10-22,98052,fall,560000.0,600000.0,3,Buy,40000.0
10041,732000160,2015-04-29,98155,spring,330000.0,367500.0,3,Buy,37500.0
10042,1592080060,2015-04-17,98092,spring,262000.0,297300.0,3,Buy,35300.0
10045,7853340960,2015-02-27,98065,winter,425590.0,506950.0,3,Buy,81360.0
10047,1231001090,2014-07-24,98118,summer,362362.0,365500.0,3,Buy,3138.0
10048,1545805460,2015-02-04,98038,winter,252000.0,326992.0,3,Buy,74992.0
10051,104501040,2014-10-03,98023,fall,249900.0,265500.0,3,Buy,15600.0
10053,2592400400,2014-10-14,98034,fall,370000.0,440000.0,3,Buy,70000.0
10054,6788200295,2014-06-12,98112,summer,620000.0,760500.0,3,Buy,140500.0
10064,1232002015,2014-06-05,98117,summer,466500.0,541000.0,3,Buy,74500.0
10065,5116060030,2014-10-28,98052,fall,315000.0,600000.0,3,Buy,285000.0
10066,1898700310,2014-05-05,98023,spring,220000.0,265500.0,3,Buy,45500.0
10068,1073100030,2015-04-28,98133,spring,365000.0,375000.0,3,Buy,10000.0
10070,3822200105,2014-09-23,98125,fall,380000.0,422000.0,3,Buy,42000.0
10074,3585220070,2015-04-23,98052,spring,333760.0,600000.0,3,Buy,266240.0
10077,1972202010,2014-08-01,98103,summer,435000.0,549500.0,3,Buy,114500.0
10078,9547200340,2015-01-20,98115,winter,520000.0,560750.0,3,Buy,40750.0
10086,2061100390,2014-07-21,98115,summer,475000.0,560750.0,3,Buy,85750.0
10090,2621420060,2014-07-28,98030,summer,275000.0,280000.0,3,Buy,5000.0
10093,3629960060,2014-09-04,98029,fall,362000.0,564800.0,3,Buy,202800.0
10095,7805600070,2014-11-11,98014,fall,200000.0,319000.0,3,Buy,119000.0
10100,2325039084,2014-12-17,98199,winter,550000.0,651000.0,3,Buy,101000.0
10101,2126049083,2015-05-08,98125,spring,324500.0,422000.0,3,Buy,97500.0
10105,5466310060,2015-03-24,98042,spring,139500.0,280000.0,3,Buy,140500.0
10107,8581200240,2015-04-29,98023,spring,255000.0,265500.0,3,Buy,10500.0
10119,1657530350,2014-05-19,98059,spring,280000.0,423000.0,3,Buy,143000.0
10123,7852020800,2015-04-02,98065,spring,465000.0,506950.0,3,Buy,41950.0
10127,5490210200,2014-09-05,98052,fall,456000.0,600000.0,3,Buy,144000.0
10130,5416500260,2014-09-08,98038,fall,285000.0,326992.0,3,Buy,41992.0
10133,6648500390,2015-02-26,98042,winter,219000.0,280000.0,3,Buy,61000.0
10134,8078440140,2014-10-09,98074,fall,546500.0,625000.0,3,Buy,78500.0
10136,1862400226,2015-03-11,98117,spring,505000.0,541000.0,3,Buy,36000.0
10143,682000030,2014-07-03,98004,summer,610000.0,867500.0,3,Buy,257500.0
10144,9211500560,2014-10-28,98023,fall,245000.0,265500.0,3,Buy,20500.0
10145,3211800140,2015-02-05,98008,winter,493500.0,535900.0,3,Buy,42400.0
10146,2193340260,2015-01-07,98052,winter,596500.0,600000.0,3,Buy,3500.0
10151,2291400350,2014-08-26,98133,summer,317000.0,375000.0,3,Buy,58000.0
10156,339600070,2014-07-21,98052,summer,408000.0,600000.0,3,Buy,192000.0
10160,809002675,2015-04-13,98109,spring,660000.0,708750.0,3,Buy,48750.0
10162,1180002075,2014-08-25,98178,summer,235000.0,275000.0,3,Buy,40000.0
10164,8682230400,2014-05-07,98053,spring,428000.0,558500.0,3,Buy,130500.0
10175,5101402276,2014-12-17,98115,winter,495000.0,560750.0,3,Buy,65750.0
10182,4019300030,2014-10-13,98155,fall,357000.0,367500.0,3,Buy,10500.0
10183,8929000030,2014-08-21,98029,summer,419990.0,564800.0,3,Buy,144810.0
10185,806800400,2015-02-09,98092,winter,275000.0,297300.0,3,Buy,22300.0
10188,1126049105,2014-05-27,98028,spring,330000.0,433000.0,3,Buy,103000.0
10191,2648000071,2015-03-06,98002,spring,225000.0,234000.0,3,Buy,9000.0
10198,3755000310,2014-12-17,98034,winter,325000.0,440000.0,3,Buy,115000.0
10202,6690500060,2014-07-24,98103,summer,530000.0,549500.0,3,Buy,19500.0
10203,3568200060,2014-09-02,98003,fall,245000.0,263750.0,3,Buy,18750.0
10205,40000228,2014-10-15,98168,fall,221900.0,235000.0,3,Buy,13100.0
10213,2553300270,2014-11-05,98075,fall,649000.0,741000.0,3,Buy,92000.0
10218,730000139,2014-10-16,98144,fall,305000.0,446800.0,3,Buy,141800.0
10223,2921700060,2014-10-27,98117,fall,535000.0,541000.0,3,Buy,6000.0
10224,3629870200,2015-03-06,98029,spring,550000.0,564800.0,3,Buy,14800.0
10226,8945100320,2014-05-06,98023,spring,136500.0,265500.0,3,Buy,129000.0
10227,8945100320,2014-10-08,98023,fall,224097.0,265500.0,3,Buy,41403.0
10228,6792200282,2014-09-22,98042,fall,254000.0,280000.0,3,Buy,26000.0
10229,1471701170,2014-06-11,98059,summer,335000.0,423000.0,3,Buy,88000.0
10232,3384300160,2014-09-16,98042,fall,169950.0,280000.0,3,Buy,110050.0
10233,6139800390,2014-10-06,98077,fall,432500.0,567500.0,3,Buy,135000.0
10234,8819900270,2014-05-20,98105,spring,440000.0,625252.0,3,Buy,185252.0
10235,8944290200,2014-09-18,98031,fall,233703.0,282000.0,3,Buy,48297.0
10236,4057300030,2014-11-14,98029,fall,310000.0,564800.0,3,Buy,254800.0
10239,179000505,2014-10-24,98178,fall,257000.0,275000.0,3,Buy,18000.0
10240,1972200751,2014-05-19,98103,spring,485000.0,549500.0,3,Buy,64500.0
10242,4426600125,2014-11-18,98125,fall,279000.0,422000.0,3,Buy,143000.0
10245,7852060370,2014-08-11,98065,summer,355000.0,506950.0,3,Buy,151950.0
10253,2422049104,2014-09-15,98032,fall,85000.0,249000.0,3,Buy,164000.0
10254,2422049104,2014-12-30,98032,winter,235000.0,249000.0,3,Buy,14000.0
10259,2473480350,2014-05-19,98058,spring,305000.0,329000.0,3,Buy,24000.0
10266,5379802871,2015-03-12,98188,spring,217500.0,260250.0,3,Buy,42750.0
10270,2771600350,2014-05-06,98199,spring,575000.0,651000.0,3,Buy,76000.0
10272,1450100390,2014-09-05,98002,fall,125000.0,234000.0,3,Buy,109000.0
10273,1450100390,2015-03-16,98002,spring,208000.0,234000.0,3,Buy,26000.0
10280,8928100125,2014-10-28,98115,fall,550000.0,560750.0,3,Buy,10750.0
10281,7853302180,2015-04-09,98065,spring,451000.0,506950.0,3,Buy,55950.0
10284,3306200240,2014-11-25,98023,fall,218000.0,265500.0,3,Buy,47500.0
10285,7436500060,2014-10-20,98033,fall,562000.0,630000.0,3,Buy,68000.0
10287,1523049083,2014-11-12,98168,fall,196700.0,235000.0,3,Buy,38300.0
10295,2473460860,2014-10-27,98058,fall,260000.0,329000.0,3,Buy,69000.0
10297,579000550,2014-11-07,98117,fall,440000.0,541000.0,3,Buy,101000.0
10306,955000060,2014-09-30,98112,fall,462500.0,760500.0,3,Buy,298000.0
10308,6145600955,2014-12-24,98133,winter,329000.0,375000.0,3,Buy,46000.0
10309,2472950350,2015-04-11,98058,spring,312500.0,329000.0,3,Buy,16500.0
10310,9475710060,2014-06-13,98059,summer,370000.0,423000.0,3,Buy,53000.0
10311,1112700060,2015-03-11,98034,spring,399900.0,440000.0,3,Buy,40100.0
10317,2821100125,2014-11-20,98117,fall,524000.0,541000.0,3,Buy,17000.0
10319,6623400187,2014-09-23,98055,fall,185000.0,294000.0,3,Buy,109000.0
10330,7202330030,2014-08-22,98053,summer,500000.0,558500.0,3,Buy,58500.0
10332,6064800550,2014-08-02,98118,summer,247800.0,365500.0,3,Buy,117700.0
10334,3709500140,2014-06-23,98011,summer,459950.0,470000.0,3,Buy,10050.0
10340,3259400030,2014-11-25,98136,fall,370000.0,485000.0,3,Buy,115000.0
10342,9277700075,2014-08-18,98116,summer,355000.0,558000.0,3,Buy,203000.0
10349,1530900560,2014-12-15,98072,winter,385000.0,440000.0,3,Buy,55000.0
10352,820000012,2014-08-27,98125,summer,401000.0,422000.0,3,Buy,21000.0
10356,7960100075,2015-03-25,98122,spring,500000.0,557500.0,3,Buy,57500.0
10367,2797500030,2015-02-11,98177,winter,355000.0,506000.0,3,Buy,151000.0
