,id,Region,season,Median Price,Buy Price,Sell Price,Profit
9941,3275740030,98034,spring,399950.0,420000.0,462000.00000000006,42000.00000000006
9949,9407150350,98038,spring,293250.0,308950.0,339845.0,30895.0
9956,723049307,98146,summer,210000.0,210000.0,231000.00000000003,21000.00000000003
9957,7577700521,98116,fall,439108.0,539000.0,592900.0,53900.0
9960,1822059331,98031,summer,249900.0,215000.0,279500.0,64500.0
9961,7852030310,98065,summer,419000.0,440000.0,484000.00000000006,44000.00000000006
9963,192450200,98045,summer,308881.0,319900.0,351890.0,31990.0
9964,1771100030,98077,winter,340000.0,335000.0,435500.0,100500.0
9971,8083350070,98055,winter,265000.0,235000.0,305500.0,70500.0
9980,6840700036,98122,summer,441000.0,497000.0,546700.0,49700.0
9983,3528900160,98109,fall,610000.0,655000.0,720500.0,65500.0
9984,1442800060,98038,fall,282000.0,205000.0,266500.0,61500.0
9985,8722100030,98112,spring,628875.0,632750.0,696025.0,63275.0
9988,8691391090,98075,spring,655000.0,716500.0,788150.0000000001,71650.00000000012
9989,7853302190,98065,winter,425000.0,388500.0,505050.0,116550.0
9991,5126300510,98059,winter,350000.0,419000.0,460900.00000000006,41900.00000000006
9997,9164100125,98117,summer,440300.0,533000.0,586300.0,53300.0
10000,7818900060,98177,summer,413000.0,458400.0,504240.00000000006,45840.00000000006
10008,4040800260,98008,summer,418000.0,418000.0,459800.00000000006,41800.00000000006
10019,2473420070,98058,spring,280000.0,291600.0,320760.0,29160.0
10020,5706201360,98027,winter,405000.0,435000.0,478500.00000000006,43500.00000000006
10021,4442800012,98117,winter,410000.0,465000.0,511500.00000000006,46500.00000000006
10028,2979800764,98115,summer,439000.0,390000.0,507000.0,117000.0
10029,3904980270,98029,spring,477000.0,517500.0,569250.0,51750.0
10033,4440400125,98178,spring,229250.0,228000.0,296400.0,68400.0
10036,2896000710,98052,fall,473750.0,560000.0,616000.0,56000.0
10041,732000160,98155,spring,299975.0,330000.0,363000.00000000006,33000.00000000006
10042,1592080060,98092,spring,264000.0,262000.0,340600.0,78600.0
10045,7853340960,98065,winter,425000.0,425590.0,468149.00000000006,42559.00000000006
10047,1231001090,98118,summer,280000.0,362362.0,398598.2,36236.20000000001
10048,1545805460,98038,winter,272475.0,252000.0,327600.0,75600.0
10051,104501040,98023,fall,233500.0,249900.0,274890.0,24990.0
10053,2592400400,98034,fall,372500.0,370000.0,481000.0,111000.0
10054,6788200295,98112,summer,592500.0,620000.0,682000.0,62000.0
10064,1232002015,98117,summer,440300.0,466500.0,513150.00000000006,46650.00000000006
10065,5116060030,98052,fall,473750.0,315000.0,409500.0,94500.0
10066,1898700310,98023,spring,230500.0,220000.0,286000.0,66000.0
10068,1073100030,98133,spring,306000.0,365000.0,401500.00000000006,36500.00000000006
10070,3822200105,98125,fall,365000.0,380000.0,418000.00000000006,38000.00000000006
10074,3585220070,98052,spring,513000.0,333760.0,433888.0,100128.0
10077,1972202010,98103,summer,457250.0,435000.0,565500.0,130500.0
10078,9547200340,98115,winter,441500.0,520000.0,572000.0,52000.0
10086,2061100390,98115,summer,439000.0,475000.0,522500.00000000006,47500.00000000006
10090,2621420060,98030,summer,257000.0,275000.0,302500.0,27500.0
10093,3629960060,98029,fall,448250.0,362000.0,470600.0,108600.0
10095,7805600070,98014,fall,200000.0,200000.0,220000.00000000003,20000.00000000003
10100,2325039084,98199,winter,550000.0,550000.0,605000.0,55000.0
10101,2126049083,98125,spring,344000.0,324500.0,421850.0,97350.0
10105,5466310060,98042,spring,246750.0,139500.0,181350.0,41850.0
10107,8581200240,98023,spring,230500.0,255000.0,280500.0,25500.0
10119,1657530350,98059,spring,347500.0,280000.0,364000.0,84000.0
10123,7852020800,98065,spring,450500.0,465000.0,511500.00000000006,46500.00000000006
10127,5490210200,98052,fall,473750.0,456000.0,592800.0,136800.0
10130,5416500260,98038,fall,282000.0,285000.0,313500.0,28500.0
10133,6648500390,98042,winter,240000.0,219000.0,284700.0,65700.0
10134,8078440140,98074,fall,542750.0,546500.0,601150.0,54650.0
10136,1862400226,98117,spring,460000.0,505000.0,555500.0,50500.0
10143,682000030,98004,summer,650000.0,610000.0,793000.0,183000.0
10144,9211500560,98023,fall,233500.0,245000.0,269500.0,24500.0
10145,3211800140,98008,winter,456750.0,493500.0,542850.0,49350.0
10146,2193340260,98052,winter,495000.0,596500.0,656150.0,59650.0
10151,2291400350,98133,summer,332750.0,317000.0,412100.0,95100.0
10156,339600070,98052,summer,498000.0,408000.0,530400.0,122400.0
10160,809002675,98109,spring,626700.0,660000.0,726000.0000000001,66000.00000000012
10162,1180002075,98178,summer,219950.0,235000.0,258500.00000000003,23500.00000000003
10164,8682230400,98053,spring,457000.0,428000.0,556400.0,128400.0
10175,5101402276,98115,winter,441500.0,495000.0,544500.0,49500.0
10182,4019300030,98155,fall,275226.5,357000.0,392700.00000000006,35700.00000000006
10183,8929000030,98029,summer,482499.0,419990.0,545987.0,125997.0
10185,806800400,98092,winter,277000.0,275000.0,357500.0,82500.0
10188,1126049105,98028,spring,374990.0,330000.0,429000.0,99000.0
10191,2648000071,98002,spring,208000.0,225000.0,247500.00000000003,22500.00000000003
10198,3755000310,98034,winter,360000.0,325000.0,422500.0,97500.0
10202,6690500060,98103,summer,457250.0,530000.0,583000.0,53000.0
10203,3568200060,98003,fall,225000.0,245000.0,269500.0,24500.0
10205,40000228,98168,fall,205000.0,221900.0,244090.00000000003,22190.00000000003
10213,2553300270,98075,fall,649500.0,649000.0,843700.0,194700.0
10218,730000139,98144,fall,364000.0,305000.0,396500.0,91500.0
10223,2921700060,98117,fall,439000.0,535000.0,588500.0,53500.0
10224,3629870200,98029,spring,477000.0,550000.0,605000.0,55000.0
10226,8945100320,98023,spring,230500.0,136500.0,177450.0,40950.0
10227,8945100320,98023,fall,233500.0,224097.0,291326.10000000003,67229.10000000003
10228,6792200282,98042,fall,240000.0,254000.0,279400.0,25400.0
10229,1471701170,98059,summer,335000.0,335000.0,368500.00000000006,33500.00000000006
10232,3384300160,98042,fall,240000.0,169950.0,220935.0,50985.0
10233,6139800390,98077,fall,337750.0,432500.0,475750.00000000006,43250.00000000006
10234,8819900270,98105,spring,505000.0,440000.0,572000.0,132000.0
10235,8944290200,98031,fall,247500.0,233703.0,303813.9,70110.90000000002
10236,4057300030,98029,fall,448250.0,310000.0,403000.0,93000.0
10239,179000505,98178,fall,200000.0,257000.0,282700.0,25700.0
10240,1972200751,98103,spring,411725.0,485000.0,533500.0,48500.0
10242,4426600125,98125,fall,365000.0,279000.0,362700.0,83700.0
10245,7852060370,98065,summer,419000.0,355000.0,461500.0,106500.0
10253,2422049104,98032,fall,169000.0,85000.0,110500.0,25500.0
10254,2422049104,98032,winter,206000.0,235000.0,258500.00000000003,23500.00000000003
10259,2473480350,98058,spring,280000.0,305000.0,335500.0,30500.0
10266,5379802871,98188,spring,217500.0,217500.0,239250.00000000003,21750.00000000003
10270,2771600350,98199,spring,503500.0,575000.0,632500.0,57500.0
10272,1450100390,98002,fall,187000.0,125000.0,162500.0,37500.0
10273,1450100390,98002,spring,208000.0,208000.0,228800.00000000003,20800.00000000003
10280,8928100125,98115,fall,447500.0,550000.0,605000.0,55000.0
10281,7853302180,98065,spring,450500.0,451000.0,496100.00000000006,45100.00000000006
10284,3306200240,98023,fall,233500.0,218000.0,283400.0,65400.0
10285,7436500060,98033,fall,476625.0,562000.0,618200.0,56200.0
10287,1523049083,98168,fall,205000.0,196700.0,255710.0,59010.0
10295,2473460860,98058,fall,299500.0,260000.0,338000.0,78000.0
10297,579000550,98117,fall,439000.0,440000.0,484000.00000000006,44000.00000000006
10306,955000060,98112,fall,625000.0,462500.0,601250.0,138750.0
10308,6145600955,98133,winter,307500.0,329000.0,361900.00000000006,32900.00000000006
10309,2472950350,98058,spring,280000.0,312500.0,343750.0,31250.0
10310,9475710060,98059,summer,335000.0,370000.0,407000.00000000006,37000.00000000006
10311,1112700060,98034,spring,399950.0,399900.0,519870.0,119970.0
10317,2821100125,98117,fall,439000.0,524000.0,576400.0,52400.0
10319,6623400187,98055,fall,237000.0,185000.0,240500.0,55500.0
10330,7202330030,98053,summer,437000.0,500000.0,550000.0,50000.0
10332,6064800550,98118,summer,280000.0,247800.0,322140.0,74340.0
10334,3709500140,98011,summer,402500.0,459950.0,505945.00000000006,45995.00000000006
10340,3259400030,98136,fall,365000.0,370000.0,407000.00000000006,37000.00000000006
10342,9277700075,98116,summer,410000.0,355000.0,461500.0,106500.0
10349,1530900560,98072,winter,407500.0,385000.0,500500.0,115500.0
10352,820000012,98125,summer,355000.0,401000.0,441100.00000000006,40100.00000000006
10356,7960100075,98122,spring,459250.0,500000.0,550000.0,50000.0
10367,2797500030,98177,winter,384250.0,355000.0,461500.0,106500.0
10374,7128300060,98144,summer,370000.0,443000.0,487300.00000000006,44300.00000000006
10396,7568700135,98155,summer,300000.0,265000.0,344500.0,79500.0
10400,1072000260,98059,winter,350000.0,399000.0,438900.00000000006,39900.00000000006
10408,623049185,98146,summer,210000.0,185000.0,240500.0,55500.0
10410,3876313100,98072,winter,407500.0,422800.0,465080.00000000006,42280.00000000006
10411,826000295,98136,winter,415000.0,379950.0,493935.0,113985.0
10414,8945000260,98023,summer,215000.0,209950.0,272935.0,62985.0
10415,2768301182,98107,winter,465000.0,439950.0,571935.0,131985.0
10417,4307300520,98056,spring,320000.0,359000.0,394900.00000000006,35900.00000000006
10418,6632900354,98155,fall,275226.5,242500.0,315250.0,72750.0
10424,7129800036,98118,winter,265000.0,109000.0,141700.0,32700.0
10430,1592000640,98074,fall,542750.0,570000.0,627000.0,57000.0
10434,7979900806,98155,spring,299975.0,294950.0,383435.0,88485.0
10435,8643200060,98198,fall,213750.0,170500.0,221650.0,51150.0
10436,7972602080,98106,winter,238000.0,312000.0,343200.0,31200.0
10445,1796380310,98042,fall,240000.0,240000.0,264000.0,24000.0
10450,789000520,98103,summer,457250.0,402500.0,523250.0,120750.0
10451,7852000340,98065,summer,419000.0,482000.0,530200.0,48200.0
10461,6056100295,98108,spring,315000.0,330000.0,363000.00000000006,33000.00000000006
10472,3375300370,98003,spring,242000.0,262500.0,288750.0,26250.0
10473,1682500240,98092,winter,277000.0,285000.0,313500.0,28500.0
10474,6806100340,98058,spring,280000.0,290000.0,319000.0,29000.0
10477,869700140,98059,summer,335000.0,292000.0,379600.0,87600.0
10478,7221400320,98055,fall,237000.0,213000.0,276900.0,63900.0
10482,6189200260,98005,spring,608725.0,617450.0,679195.0,61745.0
10484,2570300240,98034,spring,399950.0,405000.0,445500.00000000006,40500.00000000006
10487,7625704340,98136,spring,399000.0,425000.0,467500.00000000006,42500.00000000006
10488,9238900390,98136,fall,365000.0,460000.0,506000.00000000006,46000.00000000006
10493,3566800125,98117,spring,460000.0,425000.0,552500.0,127500.0
10496,3085001610,98144,fall,364000.0,397000.0,436700.00000000006,39700.00000000006
10500,7202350310,98053,fall,449500.0,476000.0,523600.00000000006,47600.00000000006
10503,7518503490,98117,summer,440300.0,495000.0,544500.0,49500.0
10508,4206901505,98105,spring,505000.0,465000.0,604500.0,139500.0
10509,6600220550,98074,summer,507000.0,495000.0,643500.0,148500.0
10512,2558610070,98034,winter,360000.0,400000.0,440000.00000000006,40000.00000000006
10518,7888000400,98198,summer,232500.0,150000.0,195000.0,45000.0
10519,523049195,98168,spring,177500.0,150000.0,195000.0,45000.0
10520,1423400160,98058,summer,280000.0,230000.0,299000.0,69000.0
10524,8929000060,98029,fall,448250.0,351358.0,456765.4,105407.40000000002
10531,3904920390,98029,summer,482499.0,545000.0,599500.0,54500.0
10534,7016310270,98011,spring,416500.0,467000.0,513700.00000000006,46700.00000000006
10538,253600160,98028,spring,374990.0,384950.0,423445.00000000006,38495.00000000006
10540,9235900030,98155,summer,300000.0,245000.0,318500.0,73500.0
10542,7338000270,98002,spring,208000.0,184500.0,239850.0,55350.0
10556,924069190,98075,summer,668000.0,440000.0,572000.0,132000.0
10559,9542600070,98005,winter,596000.0,516000.0,670800.0,154800.0
10563,1545804510,98038,spring,293250.0,302000.0,332200.0,30200.0
10567,4249400270,98072,spring,368000.0,360000.0,468000.0,108000.0
10569,8856004327,98001,spring,205000.0,248000.0,272800.0,24800.0
10571,5016001260,98112,spring,628875.0,480000.0,624000.0,144000.0
10572,1133000036,98125,spring,344000.0,410000.0,451000.00000000006,41000.00000000006
10573,5416510710,98038,spring,293250.0,309950.0,340945.0,30995.0
10576,7436900060,98052,spring,513000.0,440000.0,572000.0,132000.0
10577,2202500135,98006,fall,472800.0,333000.0,432900.0,99900.0
10581,5379800810,98188,summer,233000.0,198000.0,257400.0,59400.0
10586,3578400270,98074,summer,507000.0,430000.0,559000.0,129000.0
10589,6413600192,98125,spring,344000.0,325000.0,422500.0,97500.0
10592,3876311180,98034,fall,372500.0,373000.0,410300.00000000006,37300.00000000006
10594,384000135,98006,summer,546500.0,502000.0,652600.0,150600.0
10596,9530101670,98103,summer,457250.0,525000.0,577500.0,52500.0
10598,2459500070,98058,winter,276500.0,278000.0,305800.0,27800.0
10601,8691390860,98075,summer,668000.0,715000.0,786500.0000000001,71500.00000000012
10602,8929000350,98029,summer,482499.0,472217.0,613882.1,141665.09999999998
10603,1322049335,98032,spring,220475.0,244615.0,269076.5,24461.5
10604,7715600070,98125,winter,326750.0,385000.0,423500.00000000006,38500.00000000006
10605,2985800070,98105,summer,545000.0,549995.0,604994.5,54999.5
10610,2767603612,98107,spring,462550.0,500000.0,550000.0,50000.0
10611,2767603612,98107,winter,465000.0,489000.0,537900.0,48900.0
10612,3259400024,98136,spring,399000.0,340000.0,442000.0,102000.0
10622,8649900160,98075,winter,682000.0,692500.0,761750.0000000001,69250.00000000012
10624,3705000070,98042,fall,240000.0,267500.0,294250.0,26750.0
10625,2619950400,98019,summer,336000.0,396800.0,436480.00000000006,39680.00000000006
10631,323089159,98045,fall,288500.0,332000.0,365200.00000000006,33200.00000000006
10641,5652600069,98115,fall,447500.0,440000.0,572000.0,132000.0
10643,114100791,98028,spring,374990.0,250000.0,325000.0,75000.0
10645,7214820400,98072,fall,385000.0,425000.0,467500.00000000006,42500.00000000006
10650,8564500240,98034,spring,399950.0,415000.0,456500.00000000006,41500.00000000006
10651,7579200765,98116,fall,439108.0,439000.0,570700.0,131700.0
10654,3226049045,98125,spring,344000.0,350000.0,385000.00000000006,35000.00000000006
10655,9828701741,98112,fall,625000.0,489000.0,635700.0,146700.0
10658,6804600240,98011,winter,403000.0,417000.0,458700.00000000006,41700.00000000006
10659,2902201126,98102,spring,620500.0,615000.0,799500.0,184500.0
10676,7334401000,98045,spring,280000.0,278000.0,361400.0,83400.0
10678,4137070830,98092,winter,277000.0,269100.0,349830.0,80730.0
10680,345700340,98056,summer,327500.0,306888.0,398954.4,92066.40000000002
10685,7326200030,98019,spring,350000.0,350000.0,385000.00000000006,35000.00000000006
10687,7011200160,98119,fall,582500.0,595000.0,654500.0,59500.0
10688,7202340390,98053,spring,457000.0,499000.0,548900.0,49900.0
10693,2310010270,98038,winter,272475.0,280500.0,308550.0,28050.0
10711,597000566,98144,spring,376500.0,335000.0,435500.0,100500.0
10712,9828202030,98122,winter,430000.0,428000.0,556400.0,128400.0
10718,646910560,98055,spring,234650.0,260000.0,286000.0,26000.0
10721,2586800140,98146,fall,230000.0,135000.0,175500.0,40500.0
10728,3034200247,98133,winter,307500.0,360000.0,396000.00000000006,36000.00000000006
10732,423059360,98056,fall,295000.0,345000.0,379500.00000000006,34500.00000000006
10739,3065600270,98023,spring,230500.0,226750.0,294775.0,68025.0
10741,7889600685,98146,winter,197200.0,205000.0,225500.00000000003,20500.00000000003
10744,3905060070,98029,summer,482499.0,545000.0,599500.0,54500.0
10746,7972602435,98106,spring,274800.0,287000.0,315700.0,28700.0
10747,5423500240,98023,summer,215000.0,194000.0,252200.0,58200.0
10752,2781250520,98038,fall,282000.0,200000.0,260000.0,60000.0
10755,4038300070,98007,fall,448325.0,400000.0,520000.0,120000.0
10758,363000045,98122,winter,430000.0,520000.0,572000.0,52000.0
10759,1912100875,98102,spring,620500.0,555000.0,721500.0,166500.0
10760,7853230200,98065,spring,450500.0,470000.0,517000.00000000006,47000.00000000006
10761,9406500350,98028,winter,356500.0,207000.0,269100.0,62100.0
10764,7137910140,98092,fall,259500.0,240000.0,312000.0,72000.0
10768,8961970560,98074,summer,507000.0,603000.0,663300.0,60300.0
10770,795000765,98168,summer,197475.0,92000.0,119600.0,27600.0
10774,1954400060,98074,spring,538888.0,515000.0,669500.0,154500.0
10778,1661000060,98177,summer,413000.0,410000.0,533000.0,123000.0
10785,2616700560,98001,winter,223000.0,250000.0,275000.0,25000.0
10790,2538410260,98058,summer,280000.0,316000.0,347600.0,31600.0
10793,1972200696,98103,fall,415475.0,521000.0,573100.0,52100.0
10794,2267000486,98117,summer,440300.0,495000.0,544500.0,49500.0
10801,993002127,98103,winter,430000.0,436000.0,479600.00000000006,43600.00000000006
10806,7715801090,98074,summer,507000.0,429000.0,557700.0,128700.0
10808,4221250340,98075,spring,655000.0,625000.0,812500.0,187500.0
10812,3359500960,98115,spring,470000.0,480000.0,528000.0,48000.0
10814,8562600260,98052,fall,473750.0,432500.0,562250.0,129750.0
10824,8078460320,98074,fall,542750.0,598850.0,658735.0,59885.0
10826,3709500060,98011,summer,402500.0,458000.0,503800.00000000006,45800.00000000006
10829,3158500340,98038,summer,290725.0,299000.0,328900.0,29900.0
10833,8651500710,98074,fall,542750.0,608700.0,669570.0,60870.0
10838,1232001040,98117,fall,439000.0,435000.0,565500.0,130500.0
10852,3575302397,98074,fall,542750.0,580000.0,638000.0,58000.0
10855,7199340320,98052,spring,513000.0,500000.0,650000.0,150000.0
10856,3904940140,98029,fall,448250.0,550000.0,605000.0,55000.0
10862,100600320,98023,summer,215000.0,213950.0,278135.0,64185.0
10871,1954430390,98074,summer,507000.0,575000.0,632500.0,57500.0
10872,7891600260,98106,summer,259250.0,175000.0,227500.0,52500.0
10876,3352401090,98178,fall,200000.0,238950.0,262845.0,23895.0
10877,2767704756,98107,fall,470000.0,470000.0,517000.00000000006,47000.00000000006
10878,7504400710,98074,spring,538888.0,420000.0,546000.0,126000.0
10884,7972604425,98106,spring,274800.0,210750.0,273975.0,63225.0
10885,809002610,98109,summer,548000.0,485000.0,630500.0,145500.0
10890,7202330160,98053,fall,449500.0,440000.0,572000.0,132000.0
10892,9828200746,98122,spring,459250.0,440000.0,572000.0,132000.0
10893,9407100310,98045,fall,288500.0,312620.0,343882.0,31262.0
10894,6817800510,98074,summer,507000.0,372500.0,484250.0,111750.0
10898,8649401000,98014,fall,200000.0,241000.0,265100.0,24100.0
10901,2155000160,98052,spring,513000.0,538000.0,591800.0,53800.0
10903,2205500030,98006,winter,567500.0,331500.0,430950.0,99450.0
10904,2123049114,98188,spring,217500.0,110700.0,143910.0,33210.0
10905,8078050140,98022,fall,241250.0,245000.0,269500.0,24500.0
10909,1370803925,98199,fall,495000.0,535000.0,588500.0,53500.0
10920,7202380340,98053,fall,449500.0,449000.0,583700.0,134700.0
10922,1431400070,98058,winter,276500.0,215000.0,279500.0,64500.0
10926,1402810140,98019,spring,350000.0,300000.0,390000.0,90000.0
10929,4024100496,98155,summer,300000.0,360000.0,396000.00000000006,36000.00000000006
10932,1574700140,98040,summer,710000.0,550000.0,715000.0,165000.0
10939,2877101821,98117,summer,440300.0,500000.0,550000.0,50000.0
10941,8682262190,98053,spring,457000.0,480000.0,528000.0,48000.0
10942,7202350060,98053,fall,449500.0,475000.0,522500.00000000006,47500.00000000006
10943,3630060070,98029,fall,448250.0,472500.0,519750.00000000006,47250.00000000006
10947,7202290240,98053,fall,449500.0,442500.0,575250.0,132750.0
10952,5332200320,98112,summer,592500.0,675000.0,742500.0000000001,67500.00000000012
10953,2130701535,98019,winter,325000.0,279900.0,363870.0,83970.0
10956,6300000400,98133,summer,332750.0,320000.0,416000.0,96000.0
10959,9368700270,98178,spring,229250.0,137900.0,179270.0,41370.0
10961,9828201920,98122,spring,459250.0,360000.0,468000.0,108000.0
10966,7199360320,98052,winter,495000.0,411500.0,534950.0,123450.0
10968,6821102317,98199,winter,550000.0,535000.0,695500.0,160500.0
10973,1725059187,98033,fall,476625.0,595000.0,654500.0,59500.0
10984,3797700030,98031,fall,247500.0,262500.0,288750.0,26250.0
10987,3298300140,98008,fall,465000.0,355000.0,461500.0,106500.0
10991,6414100732,98125,winter,326750.0,349000.0,383900.00000000006,34900.00000000006
10994,7309100270,98052,summer,498000.0,580000.0,638000.0,58000.0
10997,3764800510,98034,summer,380500.0,335000.0,435500.0,100500.0
11001,6402710070,98055,spring,234650.0,280000.0,308000.0,28000.0
11002,5702450260,98045,summer,308881.0,324000.0,356400.0,32400.0
11005,8651480550,98074,summer,507000.0,600000.0,660000.0,60000.0
11008,4363700200,98126,spring,302900.0,190000.0,247000.0,57000.0
11009,3876310860,98034,spring,399950.0,350000.0,455000.0,105000.0
11010,2391602650,98116,spring,494500.0,522000.0,574200.0,52200.0
11014,6046400465,98103,fall,415475.0,397500.0,516750.0,119250.0
11015,4388000070,98023,winter,233387.5,186000.0,241800.0,55800.0
11016,8854000370,98011,summer,402500.0,436500.0,480150.00000000006,43650.00000000006
11019,7752400075,98008,spring,485000.0,450000.0,585000.0,135000.0
11026,7625702440,98136,winter,415000.0,469000.0,515900.00000000006,46900.00000000006
11027,9126100487,98122,summer,441000.0,408000.0,530400.0,122400.0
11029,8682292180,98053,summer,437000.0,410000.0,533000.0,123000.0
11030,6730700260,98024,spring,258000.0,235000.0,305500.0,70500.0
11031,7225000045,98055,summer,250000.0,207100.0,269230.0,62130.0
11050,4039300810,98007,fall,448325.0,427000.0,555100.0,128100.0
11052,272000320,98144,fall,364000.0,398000.0,437800.00000000006,39800.00000000006
11055,6392000570,98115,fall,447500.0,399000.0,518700.0,119700.0
11056,8835200160,98034,fall,372500.0,325000.0,422500.0,97500.0
11058,597000550,98144,fall,364000.0,350000.0,455000.0,105000.0
11061,6141100320,98133,summer,332750.0,245000.0,318500.0,73500.0
11067,2254501620,98122,spring,459250.0,500000.0,550000.0,50000.0
11074,3395300260,98052,summer,498000.0,499990.0,549989.0,49999.0
11078,3211210200,98034,fall,372500.0,365000.0,474500.0,109500.0
11094,1924069105,98027,fall,375000.0,450000.0,495000.00000000006,45000.00000000006
11096,2881700046,98133,summer,332750.0,310000.0,403000.0,93000.0
11101,9542840570,98038,spring,293250.0,305000.0,335500.0,30500.0
11102,2473381070,98058,fall,299500.0,300000.0,330000.0,30000.0
11103,7137950350,98092,winter,277000.0,289950.0,318945.0,28995.0
11109,4337000070,98166,spring,247500.0,200000.0,260000.0,60000.0
11116,2770604080,98119,spring,560000.0,629950.0,692945.0,62995.0
11121,6021503655,98117,summer,440300.0,375000.0,487500.0,112500.0
11128,476000324,98107,fall,470000.0,460000.0,598000.0,138000.0
11133,6064800060,98118,spring,290750.0,330000.0,363000.00000000006,33000.00000000006
11134,8091410390,98030,winter,241500.0,220000.0,286000.0,66000.0
11136,7277100055,98177,winter,384250.0,500000.0,550000.0,50000.0
11146,5560000640,98023,summer,215000.0,232500.0,255750.00000000003,23250.00000000003
11147,2781250560,98038,winter,272475.0,234000.0,304200.0,70200.0
11150,8807300570,98053,winter,439950.0,399950.0,519935.0,119985.0
11151,9412700550,98042,spring,246750.0,256750.0,282425.0,25675.0
11152,9202600060,98027,summer,455000.0,535000.0,588500.0,53500.0
11160,6662400105,98072,fall,385000.0,375000.0,487500.0,112500.0
11162,6804600260,98011,summer,402500.0,420000.0,462000.00000000006,42000.00000000006
11163,8078460520,98074,fall,542750.0,608000.0,668800.0,60800.0
11169,4123800400,98038,fall,282000.0,290000.0,319000.0,29000.0
11170,9424400105,98116,summer,410000.0,525000.0,577500.0,52500.0
11171,7941130140,98034,winter,360000.0,319000.0,414700.0,95700.0
11173,6683000295,98070,spring,325000.0,350000.0,385000.00000000006,35000.00000000006
11176,6608500260,98033,summer,495000.0,357500.0,464750.0,107250.0
11182,3047700045,98103,summer,457250.0,525000.0,577500.0,52500.0
11184,104530240,98023,summer,215000.0,225000.0,247500.00000000003,22500.00000000003
11186,3735901040,98115,summer,439000.0,341000.0,443300.0,102300.0
11190,8648100030,98042,fall,240000.0,276000.0,303600.0,27600.0
11191,7940710070,98034,summer,380500.0,394000.0,433400.00000000006,39400.00000000006
11192,1518000070,98019,fall,347475.0,355000.0,390500.00000000006,35500.00000000006
11196,1099610830,98023,winter,233387.5,209000.0,271700.0,62700.0
11197,5647000060,98034,winter,360000.0,344950.0,448435.0,103485.0
11201,1545802080,98038,fall,282000.0,230000.0,299000.0,69000.0
11205,4172100200,98117,fall,439000.0,470000.0,517000.00000000006,47000.00000000006
11208,2125400160,98034,fall,372500.0,427800.0,470580.00000000006,42780.00000000006
11213,3210400060,98198,winter,210000.0,255000.0,280500.0,25500.0
11214,8658301535,98014,summer,287500.0,240000.0,312000.0,72000.0
11223,2472950160,98058,summer,280000.0,229950.0,298935.0,68985.0
11231,1562100340,98007,summer,450000.0,295000.0,383500.0,88500.0
11234,8651720060,98034,winter,360000.0,431000.0,474100.00000000006,43100.00000000006
11236,2397101375,98119,spring,560000.0,595000.0,654500.0,59500.0
11240,6679000370,98038,spring,293250.0,295000.0,324500.0,29500.0
11244,5071500140,98148,summer,240000.0,221000.0,287300.0,66300.0
11245,3546000070,98030,summer,257000.0,255000.0,331500.0,76500.0
11250,6852700520,98102,spring,620500.0,635000.0,698500.0,63500.0
11262,9835801000,98032,summer,235500.0,245700.0,270270.0,24570.0
11270,829000160,98108,fall,295500.0,311000.0,342100.0,31100.0
11273,9828202325,98122,summer,441000.0,436000.0,566800.0,130800.0
11274,795002190,98168,summer,197475.0,205000.0,225500.00000000003,20500.00000000003
11276,8682280270,98053,fall,449500.0,530000.0,583000.0,53000.0
11285,6603000030,98003,winter,219475.0,236000.0,259600.00000000003,23600.00000000003
11286,8598200070,98059,winter,350000.0,278000.0,361400.0,83400.0
11293,4123400310,98027,spring,455500.0,559500.0,615450.0,55950.0
11294,4058802255,98178,summer,219950.0,219950.0,241945.00000000003,21995.00000000003
11297,7682200340,98003,summer,225000.0,182000.0,236600.0,54600.0
11298,9518100059,98072,summer,375000.0,203700.0,264810.0,61110.0
11301,421049114,98003,fall,225000.0,128000.0,166400.0,38400.0
11303,6127010890,98075,spring,655000.0,663000.0,729300.0000000001,66300.00000000012
11306,7175300045,98115,fall,447500.0,402300.0,522990.0,120690.0
11310,4364700990,98126,fall,322475.0,335000.0,368500.00000000006,33500.00000000006
11311,2158900140,98112,fall,625000.0,695000.0,764500.0000000001,69500.00000000012
11312,3235100075,98155,spring,299975.0,279000.0,362700.0,83700.0
11313,2887701940,98115,winter,441500.0,485000.0,533500.0,48500.0
11316,9406500310,98028,fall,375000.0,240000.0,312000.0,72000.0
11317,1560100135,98125,winter,326750.0,285000.0,370500.0,85500.0
11324,6679000560,98038,summer,290725.0,314950.0,346445.0,31495.0
11325,6743700335,98033,summer,495000.0,470000.0,611000.0,141000.0
11333,3905040060,98029,spring,477000.0,477500.0,525250.0,47750.0
11337,1796360990,98042,summer,255000.0,205000.0,266500.0,61500.0
11339,7715800310,98074,summer,507000.0,442500.0,575250.0,132750.0
11343,8113101070,98118,spring,290750.0,334900.0,368390.00000000006,33490.00000000006
11346,8856950310,98038,spring,293250.0,245000.0,318500.0,73500.0
11349,2922701420,98117,fall,439000.0,490000.0,539000.0,49000.0
11353,7950302121,98118,summer,280000.0,289000.0,317900.0,28900.0
11356,1559900140,98019,winter,325000.0,350000.0,385000.00000000006,35000.00000000006
11357,2734100738,98108,fall,295500.0,246950.0,321035.0,74085.0
11358,7007700030,98116,winter,400000.0,400000.0,440000.00000000006,40000.00000000006
