,id,date,zipcode,season,price,Median Price,condition,status
12386,3760100200,2014-10-06,98034,fall,395000.0,440000.0,3,Buy
12391,8087800400,2014-12-01,98052,winter,385000.0,600000.0,3,Buy
12399,2787700030,2014-10-10,98059,fall,359500.0,423000.0,3,Buy
12401,1545800710,2014-05-23,98038,spring,258000.0,326992.0,3,Buy
12403,4365200186,2014-06-06,98126,summer,253500.0,399000.0,3,Buy
12405,9268710390,2014-11-13,98003,fall,239000.0,263750.0,3,Buy
12408,2291400341,2015-02-03,98133,winter,311600.0,375000.0,3,Buy
12411,7895500550,2015-03-19,98001,spring,190848.0,256000.0,3,Buy
12419,1446401290,2014-10-30,98168,fall,214950.0,235000.0,3,Buy
12421,8899000140,2014-08-28,98055,summer,263000.0,294000.0,3,Buy
12423,1471701200,2014-10-22,98059,fall,302000.0,423000.0,3,Buy
12436,8081650400,2014-06-24,98038,summer,236000.0,326992.0,3,Buy
12439,305000310,2015-04-21,98075,spring,630000.0,741000.0,3,Buy
12442,2291400342,2014-10-22,98133,fall,280000.0,375000.0,3,Buy
12447,8651442440,2014-10-23,98042,fall,164000.0,280000.0,3,Buy
12449,3905100310,2014-06-25,98029,summer,544000.0,564800.0,3,Buy
12454,6450304630,2014-12-01,98133,winter,229000.0,375000.0,3,Buy
12456,993001342,2014-08-08,98103,summer,397500.0,549500.0,3,Buy
12465,7812801125,2015-01-12,98178,winter,222900.0,275000.0,3,Buy
12473,5490210510,2014-09-22,98052,fall,500000.0,600000.0,3,Buy
12474,8718500560,2014-06-27,98028,summer,300000.0,433000.0,3,Buy
12476,2868900160,2014-10-02,98042,fall,222500.0,280000.0,3,Buy
12483,9528102110,2014-09-17,98115,fall,517000.0,560750.0,3,Buy
12485,1523049115,2014-10-21,98168,fall,234550.0,235000.0,3,Buy
12486,4222310410,2014-09-29,98003,fall,230500.0,263750.0,3,Buy
12489,1982201255,2014-11-14,98107,fall,357950.0,529475.0,3,Buy
12490,125039025,2014-06-11,98117,summer,530000.0,541000.0,3,Buy
12492,7853302520,2015-02-06,98065,winter,475000.0,506950.0,3,Buy
12499,2117700085,2014-07-30,98117,summer,375950.0,541000.0,3,Buy
12500,9211500730,2015-02-18,98023,winter,162000.0,265500.0,3,Buy
12504,3276180210,2014-11-17,98056,fall,311000.0,375000.0,3,Buy
12505,3904900530,2014-06-13,98029,summer,485000.0,564800.0,3,Buy
12512,3830210230,2015-03-19,98030,spring,225205.0,280000.0,3,Buy
12529,3353400120,2014-07-01,98001,summer,174000.0,256000.0,3,Buy
12534,6003001999,2015-02-09,98102,winter,530000.0,670000.0,3,Buy
12537,6929602390,2014-08-26,98198,summer,230000.0,262950.0,3,Buy
12539,3885805300,2015-04-29,98033,spring,595000.0,630000.0,3,Buy
12540,200800330,2014-07-11,98052,summer,440000.0,600000.0,3,Buy
12541,6819100330,2015-02-20,98109,winter,550000.0,708750.0,3,Buy
12543,8728100781,2014-05-16,98144,spring,375000.0,446800.0,3,Buy
12544,871000515,2014-12-05,98199,winter,567500.0,651000.0,3,Buy
12546,7889600230,2014-10-17,98146,fall,114000.0,295000.0,3,Buy
12551,1049010620,2014-05-13,98034,spring,90000.0,440000.0,3,Buy
12556,2473450870,2014-10-06,98058,fall,325000.0,329000.0,3,Buy
12557,2899200040,2014-07-15,98146,summer,242000.0,295000.0,3,Buy
12558,2644900149,2014-12-18,98133,winter,364000.0,375000.0,3,Buy
12564,272000220,2014-09-23,98144,fall,417000.0,446800.0,3,Buy
12574,302000065,2015-01-29,98001,winter,184000.0,256000.0,3,Buy
12576,2787700580,2014-10-28,98059,fall,309500.0,423000.0,3,Buy
12579,7689600360,2014-06-13,98178,summer,215000.0,275000.0,3,Buy
12581,6821600065,2014-10-30,98199,fall,478000.0,651000.0,3,Buy
12588,2325039057,2014-07-28,98199,summer,469775.0,651000.0,3,Buy
12594,1623049133,2014-07-29,98168,summer,205000.0,235000.0,3,Buy
12597,9542840410,2014-11-08,98038,fall,313999.0,326992.0,3,Buy
12616,1139000620,2014-10-08,98177,fall,385000.0,506000.0,3,Buy
12617,976000790,2014-10-20,98119,fall,670000.0,685000.0,3,Buy
12621,4036800925,2014-06-24,98008,summer,405000.0,535900.0,3,Buy
12624,3629970610,2014-07-18,98029,summer,435000.0,564800.0,3,Buy
12626,2781270210,2015-02-24,98038,winter,209900.0,326992.0,3,Buy
12633,945000410,2015-03-13,98117,spring,265000.0,541000.0,3,Buy
12641,7215730730,2015-01-28,98075,winter,515000.0,741000.0,3,Buy
12645,7217400650,2015-04-24,98122,spring,458500.0,557500.0,3,Buy
12649,6675500133,2014-08-22,98034,summer,325000.0,440000.0,3,Buy
12654,8682292020,2014-09-15,98053,fall,450000.0,558500.0,3,Buy
12658,3819500065,2014-10-28,98028,fall,290000.0,433000.0,3,Buy
12663,5466400530,2014-07-21,98042,summer,261500.0,280000.0,3,Buy
12665,2156500220,2014-09-23,98052,fall,555000.0,600000.0,3,Buy
12666,9438300035,2014-08-27,98133,summer,355000.0,375000.0,3,Buy
12667,4036800770,2014-09-17,98008,fall,375000.0,535900.0,3,Buy
12673,3758900150,2014-08-26,98033,summer,425000.0,630000.0,3,Buy
12674,1954420230,2015-03-10,98074,spring,562500.0,625000.0,3,Buy
12675,4307320230,2014-10-14,98056,fall,345000.0,375000.0,3,Buy
12679,7186800120,2015-03-11,98118,spring,350000.0,365500.0,3,Buy
12681,5422420120,2014-07-17,98023,summer,252000.0,265500.0,3,Buy
12684,1828000230,2014-07-14,98052,summer,498000.0,600000.0,3,Buy
12685,6415100331,2014-09-21,98133,fall,312500.0,375000.0,3,Buy
12689,7550801225,2014-06-27,98107,summer,500000.0,529475.0,3,Buy
12692,1036700220,2014-11-10,98008,fall,470000.0,535900.0,3,Buy
12694,6326000205,2014-08-12,98146,summer,290000.0,295000.0,3,Buy
12695,3375300150,2014-12-18,98003,winter,258500.0,263750.0,3,Buy
12698,5083100065,2014-09-16,98198,fall,230000.0,262950.0,3,Buy
12704,7922750150,2014-09-17,98033,fall,561500.0,630000.0,3,Buy
12708,9286100150,2014-08-11,98027,summer,475200.0,573475.0,3,Buy
12710,7657000085,2015-02-02,98178,winter,218000.0,275000.0,3,Buy
12715,5014000085,2014-06-23,98116,summer,425000.0,558000.0,3,Buy
12722,2132200230,2015-02-11,98019,winter,325000.0,402750.0,3,Buy
12728,9828701085,2014-10-03,98112,fall,747000.0,760500.0,3,Buy
12736,7663700531,2015-01-06,98125,winter,325000.0,422000.0,3,Buy
12740,7853300650,2014-08-22,98065,summer,425000.0,506950.0,3,Buy
12747,8821900155,2014-07-09,98125,summer,335500.0,422000.0,3,Buy
12757,2767603026,2015-04-15,98107,spring,425000.0,529475.0,3,Buy
12760,8150600065,2014-09-24,98126,fall,382000.0,399000.0,3,Buy
12767,7853300720,2015-02-12,98065,winter,452500.0,506950.0,3,Buy
12768,4222200210,2014-05-22,98003,spring,245000.0,263750.0,3,Buy
12770,6646200770,2014-07-24,98074,summer,610000.0,625000.0,3,Buy
12776,7228500610,2015-03-30,98122,spring,510000.0,557500.0,3,Buy
12781,7689600330,2014-08-13,98178,summer,207000.0,275000.0,3,Buy
12787,5347200220,2014-09-11,98126,fall,225000.0,399000.0,3,Buy
12802,7237300330,2015-03-12,98042,spring,268000.0,280000.0,3,Buy
12807,9547204675,2014-10-24,98115,fall,538000.0,560750.0,3,Buy
12811,5425700150,2014-08-04,98039,summer,787500.0,970000.0,3,Buy
12814,3904960150,2015-04-23,98029,spring,535000.0,564800.0,3,Buy
12815,3298700156,2014-06-10,98106,summer,310000.0,315000.0,3,Buy
12817,646910620,2014-09-22,98055,fall,242500.0,294000.0,3,Buy
12823,2870000040,2014-11-10,98033,fall,145000.0,630000.0,3,Buy
12829,7215730410,2014-08-25,98075,summer,727000.0,741000.0,3,Buy
12835,8961800035,2014-06-05,98168,summer,229000.0,235000.0,3,Buy
12838,3296000040,2014-09-23,98007,fall,542000.0,544250.0,3,Buy
12841,263000325,2014-06-11,98103,summer,349000.0,549500.0,3,Buy
12848,2787460120,2014-05-16,98031,spring,249000.0,282000.0,3,Buy
12853,2591800530,2014-10-27,98058,fall,315000.0,329000.0,3,Buy
12857,2143700676,2014-09-08,98055,fall,240000.0,294000.0,3,Buy
12858,2313900610,2015-04-28,98116,spring,410000.0,558000.0,3,Buy
12867,1138010180,2015-05-11,98034,spring,399950.0,440000.0,3,Buy
12868,4014400237,2014-05-23,98001,spring,132500.0,256000.0,3,Buy
12870,6150200180,2014-07-21,98133,summer,290000.0,375000.0,3,Buy
12873,3352400905,2014-05-16,98178,spring,245000.0,275000.0,3,Buy
12874,393000385,2014-12-15,98178,winter,255000.0,275000.0,3,Buy
12875,7417100133,2014-11-13,98155,fall,310000.0,367500.0,3,Buy
12876,3782100035,2014-08-13,98155,summer,299000.0,367500.0,3,Buy
12878,9310300211,2014-11-14,98133,fall,284000.0,375000.0,3,Buy
12881,5102400035,2014-10-08,98115,fall,560000.0,560750.0,3,Buy
12887,5126300770,2015-02-17,98059,winter,340000.0,423000.0,3,Buy
12890,3763300040,2014-10-27,98034,fall,400000.0,440000.0,3,Buy
12892,3361401210,2014-12-31,98168,winter,209000.0,235000.0,3,Buy
12899,9284801165,2014-05-30,98126,spring,315000.0,399000.0,3,Buy
12900,7229100180,2015-03-23,98058,spring,302200.0,329000.0,3,Buy
12913,3438502083,2014-06-12,98106,summer,310000.0,315000.0,3,Buy
12917,4415600040,2014-11-29,98166,fall,226000.0,363405.0,3,Buy
12920,8910500150,2014-05-29,98133,spring,329932.0,375000.0,3,Buy
12928,7655900062,2014-07-28,98133,summer,305240.0,375000.0,3,Buy
12930,8645540040,2014-07-25,98058,summer,317000.0,329000.0,3,Buy
12931,7504200120,2014-06-13,98074,summer,430000.0,625000.0,3,Buy
12944,3278600760,2014-07-29,98126,summer,345000.0,399000.0,3,Buy
12945,1226039054,2015-03-16,98177,spring,436000.0,506000.0,3,Buy
12953,3876312620,2014-09-24,98072,fall,395000.0,440000.0,3,Buy
12955,2019200220,2014-09-23,98003,fall,160000.0,263750.0,3,Buy
12957,7956200220,2014-08-11,98023,summer,169500.0,265500.0,3,Buy
12959,8165100035,2014-12-03,98177,winter,245560.0,506000.0,3,Buy
12962,3320000222,2014-08-27,98144,summer,388500.0,446800.0,3,Buy
12963,3375300210,2014-09-18,98003,fall,250000.0,263750.0,3,Buy
12967,2325059101,2015-05-06,98008,spring,487000.0,535900.0,3,Buy
12968,9475710040,2014-08-20,98059,summer,291375.0,423000.0,3,Buy
12969,9310300175,2015-03-04,98133,spring,225000.0,375000.0,3,Buy
12980,1443500120,2015-04-07,98118,spring,310000.0,365500.0,3,Buy
12981,3920000040,2014-10-10,98118,fall,280000.0,365500.0,3,Buy
12984,9320900610,2014-12-31,98023,winter,146000.0,265500.0,3,Buy
12986,1432701430,2014-09-10,98058,fall,242500.0,329000.0,3,Buy
12987,6632300477,2014-10-06,98125,fall,324950.0,422000.0,3,Buy
12992,8562850150,2014-05-23,98052,spring,467100.0,600000.0,3,Buy
12993,1951600150,2015-04-08,98032,spring,180000.0,249000.0,3,Buy
12995,9211520410,2014-10-09,98023,fall,245000.0,265500.0,3,Buy
12997,3566800040,2014-06-07,98117,summer,490000.0,541000.0,3,Buy
12998,4221250120,2014-08-27,98075,summer,565000.0,741000.0,3,Buy
13008,7899800730,2015-03-24,98106,spring,270000.0,315000.0,3,Buy
13009,8944750730,2014-05-14,98056,spring,340000.0,375000.0,3,Buy
13010,2922703150,2015-03-04,98117,spring,413252.0,541000.0,3,Buy
13012,7215720410,2015-04-15,98075,spring,726888.0,741000.0,3,Buy
13015,7819000040,2015-03-09,98133,spring,295000.0,375000.0,3,Buy
13017,2560803085,2014-09-25,98198,fall,230000.0,262950.0,3,Buy
13019,164000174,2014-09-08,98133,fall,300000.0,375000.0,3,Buy
13023,9211500620,2014-10-08,98023,fall,182700.0,265500.0,3,Buy
13026,1245001739,2015-03-16,98033,spring,550000.0,630000.0,3,Buy
13031,1843130210,2014-10-15,98042,fall,266950.0,280000.0,3,Buy
13033,3626039279,2014-08-05,98103,summer,395000.0,549500.0,3,Buy
13034,3126049261,2015-03-16,98103,spring,259250.0,549500.0,3,Buy
13037,3111300040,2014-08-01,98177,summer,435000.0,506000.0,3,Buy
13043,3603000410,2014-12-08,98198,winter,174950.0,262950.0,3,Buy
13044,7548300441,2014-05-07,98144,spring,300000.0,446800.0,3,Buy
13047,2978800120,2014-06-18,98177,summer,469000.0,506000.0,3,Buy
13050,7291700065,2015-03-26,98177,spring,455000.0,506000.0,3,Buy
13053,5101400871,2015-05-24,98115,spring,445500.0,560750.0,3,Buy
13058,4365200555,2014-12-19,98126,winter,375000.0,399000.0,3,Buy
13081,8651510610,2014-06-26,98074,summer,475580.0,625000.0,3,Buy
13082,7017200120,2014-08-20,98133,summer,358000.0,375000.0,3,Buy
13092,7202380120,2015-01-05,98053,winter,482500.0,558500.0,3,Buy
13099,3395800155,2014-08-05,98146,summer,250000.0,295000.0,3,Buy
13105,7708300150,2014-11-18,98045,fall,315000.0,345000.0,3,Buy
13106,3709500180,2014-05-27,98011,spring,445830.0,470000.0,3,Buy
13109,2215500220,2014-09-23,98115,fall,525000.0,560750.0,3,Buy
13121,4442800166,2015-04-07,98117,spring,510000.0,541000.0,3,Buy
13125,6700390230,2015-05-05,98031,spring,256900.0,282000.0,3,Buy
13127,6873000150,2014-12-08,98052,winter,465000.0,600000.0,3,Buy
13128,5710500230,2015-05-06,98027,spring,545000.0,573475.0,3,Buy
13140,937000220,2014-09-04,98198,fall,219000.0,262950.0,3,Buy
13141,7504001320,2014-11-21,98074,fall,570000.0,625000.0,3,Buy
13149,3782100155,2014-05-27,98155,spring,255000.0,367500.0,3,Buy
13150,104550580,2014-05-20,98023,spring,260000.0,265500.0,3,Buy
13154,1387300760,2014-08-04,98011,summer,385000.0,470000.0,3,Buy
13157,259600910,2014-11-10,98008,fall,485000.0,535900.0,3,Buy
13158,4375700065,2014-05-12,98125,spring,315275.0,422000.0,3,Buy
13159,2473100330,2014-09-23,98058,fall,252500.0,329000.0,3,Buy
13162,1072100085,2014-05-14,98133,spring,310000.0,375000.0,3,Buy
13167,8078420230,2014-05-30,98074,spring,530000.0,625000.0,3,Buy
13171,1774000720,2014-06-20,98072,summer,425000.0,440000.0,3,Buy
13173,2113700205,2014-07-03,98106,summer,220000.0,315000.0,3,Buy
13176,686800065,2014-11-19,98004,fall,667500.0,867500.0,3,Buy
13179,2202500150,2014-08-19,98006,summer,375000.0,697450.0,3,Buy
13182,9828701747,2015-01-23,98112,winter,600000.0,760500.0,3,Buy
13183,1523049207,2014-08-05,98168,summer,161000.0,235000.0,3,Buy
13184,1523049207,2015-01-14,98168,winter,220000.0,235000.0,3,Buy
13194,9542800610,2015-02-19,98023,winter,245000.0,265500.0,3,Buy
13195,6003501400,2015-02-26,98102,winter,525000.0,670000.0,3,Buy
13204,3575302245,2015-04-23,98074,spring,500000.0,625000.0,3,Buy
13206,2026049183,2015-04-02,98125,spring,324950.0,422000.0,3,Buy
13209,9266701115,2014-08-08,98103,summer,488000.0,549500.0,3,Buy
13217,9826701490,2015-02-25,98122,winter,455000.0,557500.0,3,Buy
13218,4137020360,2014-07-22,98092,summer,265000.0,297300.0,3,Buy
13228,2976800749,2014-10-31,98178,fall,150000.0,275000.0,3,Buy
13229,7015200790,2014-06-24,98119,summer,683500.0,685000.0,3,Buy
13230,2770604104,2014-06-04,98119,summer,499950.0,685000.0,3,Buy
13231,1624049092,2014-06-30,98108,summer,255000.0,345000.0,3,Buy
13232,8078570410,2015-03-26,98031,spring,279000.0,282000.0,3,Buy
13239,8122100650,2014-07-31,98126,summer,316000.0,399000.0,3,Buy
13241,1023089096,2014-08-08,98045,summer,299000.0,345000.0,3,Buy
13245,475000975,2014-05-22,98107,spring,492000.0,529475.0,3,Buy
13246,4142450040,2015-03-27,98038,spring,293500.0,326992.0,3,Buy
13251,9512500720,2015-04-28,98052,spring,500000.0,600000.0,3,Buy
13258,984000450,2014-12-01,98058,winter,260000.0,329000.0,3,Buy
13259,993002247,2014-07-16,98103,summer,430000.0,549500.0,3,Buy
13261,3438500981,2015-03-28,98106,spring,280000.0,315000.0,3,Buy
13265,9144100035,2015-03-24,98117,spring,350000.0,541000.0,3,Buy
13266,8665050530,2015-02-04,98029,winter,450000.0,564800.0,3,Buy
13268,7399100040,2015-03-09,98055,spring,185000.0,294000.0,3,Buy
13278,3277800845,2014-07-11,98126,summer,370000.0,399000.0,3,Buy
13288,6145601312,2014-10-29,98133,fall,322000.0,375000.0,3,Buy
13300,7771300035,2014-09-25,98133,fall,328000.0,375000.0,3,Buy
13301,7967700530,2015-02-13,98032,winter,241000.0,249000.0,3,Buy
13304,723049533,2014-09-30,98146,fall,271000.0,295000.0,3,Buy
13306,6381500720,2014-11-17,98125,fall,395000.0,422000.0,3,Buy
13307,3812400789,2014-07-31,98118,summer,340000.0,365500.0,3,Buy
13316,2354300910,2015-03-10,98027,spring,451000.0,573475.0,3,Buy
13317,6917700665,2015-02-18,98199,winter,580000.0,651000.0,3,Buy
13320,3343301385,2014-05-27,98006,spring,685000.0,697450.0,3,Buy
13321,1237500720,2014-12-26,98052,winter,275000.0,600000.0,3,Buy
13327,7852130720,2014-10-09,98065,fall,452500.0,506950.0,3,Buy
13330,4073200124,2015-04-17,98115,spring,305000.0,560750.0,3,Buy
13333,2026049124,2014-05-09,98125,spring,325000.0,422000.0,3,Buy
13334,1828000760,2014-07-14,98052,summer,529950.0,600000.0,3,Buy
13337,8929000040,2014-08-20,98029,summer,462608.0,564800.0,3,Buy
13338,2970800145,2015-04-07,98166,spring,350500.0,363405.0,3,Buy
13339,8588000610,2014-11-10,98003,fall,210000.0,263750.0,3,Buy
13340,3905080870,2015-02-06,98029,winter,510000.0,564800.0,3,Buy
13344,5561720180,2014-08-26,98031,summer,252000.0,282000.0,3,Buy
13346,1822350180,2014-12-11,98034,winter,375000.0,440000.0,3,Buy
13349,6620400205,2014-08-06,98168,summer,200000.0,235000.0,3,Buy
13352,5245600120,2014-10-09,98148,fall,257500.0,274000.0,3,Buy
13353,8951900065,2014-09-29,98028,fall,315000.0,433000.0,3,Buy
13357,9808590210,2014-05-13,98004,spring,860000.0,867500.0,3,Buy
13363,7504100910,2014-10-06,98074,fall,535000.0,625000.0,3,Buy
13364,2068500210,2015-04-09,98055,spring,234300.0,294000.0,3,Buy
13365,2172000035,2014-08-21,98178,summer,190000.0,275000.0,3,Buy
13369,2770602170,2015-04-22,98199,spring,375000.0,651000.0,3,Buy
13370,3260100330,2014-05-28,98005,spring,600000.0,710000.0,3,Buy
13373,476000333,2014-08-27,98107,summer,418000.0,529475.0,3,Buy
13379,2131200925,2014-07-29,98019,summer,331292.0,402750.0,3,Buy
13380,3726800220,2015-04-06,98144,spring,348000.0,446800.0,3,Buy
13383,9265400210,2014-09-22,98001,fall,227000.0,256000.0,3,Buy
13388,2561320120,2014-08-11,98074,summer,366000.0,625000.0,3,Buy
13392,7137800085,2014-10-03,98023,fall,185000.0,265500.0,3,Buy
13397,7697920150,2014-10-02,98030,fall,240000.0,280000.0,3,Buy
13398,7202290620,2015-02-19,98053,winter,461000.0,558500.0,3,Buy
13401,7202340450,2014-11-23,98053,fall,452000.0,558500.0,3,Buy
13410,6163901033,2014-09-02,98155,fall,269000.0,367500.0,3,Buy
13413,7454000145,2015-03-06,98126,spring,122000.0,399000.0,3,Buy
13414,4402700230,2014-08-21,98133,summer,352500.0,375000.0,3,Buy
13416,1115100119,2014-12-08,98155,winter,360000.0,367500.0,3,Buy
13417,2553300120,2015-05-04,98075,spring,629500.0,741000.0,3,Buy
13422,203101210,2014-05-07,98053,spring,379500.0,558500.0,3,Buy
13429,2267000453,2014-06-27,98117,summer,415000.0,541000.0,3,Buy
13431,3735900325,2015-04-27,98115,spring,485000.0,560750.0,3,Buy
13436,2767603615,2014-09-03,98107,fall,481000.0,529475.0,3,Buy
13442,1545800205,2014-06-13,98038,summer,324900.0,326992.0,3,Buy
13443,4303200555,2014-08-15,98106,summer,265000.0,315000.0,3,Buy
13450,1453602283,2015-05-07,98125,spring,342000.0,422000.0,3,Buy
13451,8081650330,2014-06-25,98038,summer,320000.0,326992.0,3,Buy
13452,3797000205,2014-09-24,98103,fall,444000.0,549500.0,3,Buy
13459,8635751120,2014-05-19,98074,spring,611000.0,625000.0,3,Buy
13460,1982201465,2014-11-21,98107,fall,475999.0,529475.0,3,Buy
13472,1025049115,2014-06-25,98105,summer,594000.0,625252.0,3,Buy
13473,9331800580,2015-03-10,98118,spring,257000.0,365500.0,3,Buy
13474,9826701320,2014-07-01,98122,summer,485000.0,557500.0,3,Buy
13475,2426049079,2015-05-06,98034,spring,330000.0,440000.0,3,Buy
13476,204000175,2014-07-31,98053,summer,381000.0,558500.0,3,Buy
13482,1934800142,2014-12-03,98122,winter,375000.0,557500.0,3,Buy
13483,1189000205,2015-03-11,98122,spring,400000.0,557500.0,3,Buy
13486,6705870040,2014-10-15,98075,fall,665000.0,741000.0,3,Buy
13488,7212660540,2015-01-15,98003,winter,200000.0,263750.0,3,Buy
13490,6817800220,2014-08-29,98074,summer,434900.0,625000.0,3,Buy
13497,1657530450,2014-12-22,98059,winter,289950.0,423000.0,3,Buy
13500,8835200610,2014-10-28,98034,fall,372000.0,440000.0,3,Buy
13503,4047200065,2014-06-23,98019,summer,400000.0,402750.0,3,Buy
13505,7010700580,2015-03-03,98199,spring,585000.0,651000.0,3,Buy
13519,723049158,2015-03-13,98146,spring,135000.0,295000.0,3,Buy
13524,952006783,2014-10-14,98116,fall,399500.0,558000.0,3,Buy
13531,1003400155,2014-08-11,98188,summer,233000.0,260250.0,3,Buy
13535,9320870040,2014-06-26,98031,summer,249900.0,282000.0,3,Buy
13537,9505100035,2014-11-05,98126,fall,200000.0,399000.0,3,Buy
13539,424000145,2014-07-07,98056,summer,230000.0,375000.0,3,Buy
13544,6163901383,2014-09-23,98155,fall,295000.0,367500.0,3,Buy
13551,7202330610,2014-07-21,98053,summer,528000.0,558500.0,3,Buy
13553,4057300180,2014-08-07,98029,summer,310000.0,564800.0,3,Buy
13555,6672500040,2014-08-11,98133,summer,334500.0,375000.0,3,Buy
13556,3265300410,2015-05-06,98115,spring,370000.0,560750.0,3,Buy
13558,2114700040,2015-04-14,98106,spring,260000.0,315000.0,3,Buy
13561,1245500691,2014-10-07,98033,fall,500000.0,630000.0,3,Buy
13564,3331001115,2014-07-28,98118,summer,299000.0,365500.0,3,Buy
13567,4307350450,2014-05-31,98056,spring,289950.0,375000.0,3,Buy
13574,4319200450,2015-01-20,98136,winter,436000.0,485000.0,3,Buy
13582,2698200210,2014-09-08,98055,fall,274000.0,294000.0,3,Buy
13583,1328340120,2015-02-09,98058,winter,315000.0,329000.0,3,Buy
13585,5490700085,2014-09-11,98155,fall,340000.0,367500.0,3,Buy
13587,1081200360,2014-08-06,98059,summer,260000.0,423000.0,3,Buy
13589,7831800395,2014-05-15,98106,spring,312500.0,315000.0,3,Buy
13592,2337000150,2015-02-20,98023,winter,230000.0,265500.0,3,Buy
13594,7899800120,2014-08-20,98106,summer,294350.0,315000.0,3,Buy
13596,8682262260,2014-11-06,98053,fall,515000.0,558500.0,3,Buy
13601,8698600395,2015-03-24,98002,spring,150000.0,234000.0,3,Buy
13608,3226049401,2014-11-03,98115,fall,447500.0,560750.0,3,Buy
13611,3764800540,2014-05-22,98034,spring,348580.0,440000.0,3,Buy
13616,7853340330,2014-09-11,98065,fall,384205.0,506950.0,3,Buy
13617,3185600040,2014-05-22,98055,spring,180000.0,294000.0,3,Buy
13619,253600180,2015-02-03,98028,winter,427500.0,433000.0,3,Buy
13624,8682291970,2014-09-24,98053,fall,398000.0,558500.0,3,Buy
13631,7760400210,2015-02-24,98042,winter,255000.0,280000.0,3,Buy
13639,7853302110,2015-04-06,98065,spring,469900.0,506950.0,3,Buy
13640,7304300905,2015-04-23,98155,spring,252000.0,367500.0,3,Buy
13643,1624049275,2014-08-12,98144,summer,327000.0,446800.0,3,Buy
13646,7504400620,2015-04-13,98074,spring,418500.0,625000.0,3,Buy
13650,7131300063,2015-04-29,98118,spring,350000.0,365500.0,3,Buy
13651,2807100155,2014-05-15,98133,spring,240000.0,375000.0,3,Buy
13656,7853310720,2014-06-17,98065,summer,479500.0,506950.0,3,Buy
13658,9136103027,2014-06-08,98103,summer,445000.0,549500.0,3,Buy
13659,3432501415,2014-07-14,98155,summer,265000.0,367500.0,3,Buy
13676,2122700120,2014-08-20,98118,summer,235000.0,365500.0,3,Buy
13686,7211400506,2014-09-08,98146,fall,265000.0,295000.0,3,Buy
13689,7203101970,2014-07-15,98053,summer,362764.0,558500.0,3,Buy
13691,5255200220,2014-12-05,98011,winter,405000.0,470000.0,3,Buy
13692,937000330,2014-12-24,98198,winter,157000.0,262950.0,3,Buy
13693,937000330,2015-03-19,98198,spring,246500.0,262950.0,3,Buy
13694,6817800730,2015-01-08,98074,winter,386500.0,625000.0,3,Buy
13696,9264901510,2014-11-07,98023,fall,240000.0,265500.0,3,Buy
13702,5702380730,2014-08-23,98022,summer,230000.0,251500.0,3,Buy
13703,1604601855,2015-02-13,98118,winter,360500.0,365500.0,3,Buy
13705,1563103040,2014-10-25,98116,fall,490000.0,558000.0,3,Buy
13707,1138000410,2014-09-15,98034,fall,307500.0,440000.0,3,Buy
13714,2600100180,2014-10-20,98006,fall,555000.0,697450.0,3,Buy
13724,4365700330,2014-07-30,98106,summer,275000.0,315000.0,3,Buy
13729,1423049029,2015-03-06,98178,spring,265000.0,275000.0,3,Buy
13730,1703900155,2014-11-13,98118,fall,325000.0,365500.0,3,Buy
13732,7304301085,2015-01-29,98155,winter,322500.0,367500.0,3,Buy
13733,603001020,2015-04-16,98118,spring,338900.0,365500.0,3,Buy
13738,9269750220,2014-12-23,98023,winter,252000.0,265500.0,3,Buy
13745,3319500385,2014-06-16,98144,summer,400000.0,446800.0,3,Buy
13747,1238501098,2015-03-13,98033,spring,580000.0,630000.0,3,Buy
13751,3905040040,2015-02-26,98029,winter,464000.0,564800.0,3,Buy
13753,6669150530,2014-11-17,98031,fall,230000.0,282000.0,3,Buy
13755,8024202170,2014-08-20,98115,summer,510000.0,560750.0,3,Buy
13756,1788900230,2014-07-22,98023,summer,86500.0,265500.0,3,Buy
13757,1788900230,2015-04-03,98023,spring,199950.0,265500.0,3,Buy
13761,123039604,2014-07-01,98106,summer,102500.0,315000.0,3,Buy
13765,7899800915,2015-02-09,98106,winter,216000.0,315000.0,3,Buy
13766,164000271,2014-09-05,98133,fall,340000.0,375000.0,3,Buy
13767,7010700976,2014-11-14,98199,fall,505000.0,651000.0,3,Buy
13771,5104450720,2014-11-19,98058,fall,325000.0,329000.0,3,Buy
13772,2113200065,2014-10-27,98106,fall,289000.0,315000.0,3,Buy
13773,4027700799,2015-02-26,98028,winter,364000.0,433000.0,3,Buy
13776,114100234,2015-04-30,98028,spring,402500.0,433000.0,3,Buy
13782,2781250530,2014-08-12,98038,summer,225000.0,326992.0,3,Buy
13783,7796600085,2015-01-08,98146,winter,185000.0,295000.0,3,Buy
13784,3205400150,2014-06-17,98034,summer,402000.0,440000.0,3,Buy
13786,9523100458,2014-06-17,98103,summer,549000.0,549500.0,3,Buy
13788,3840700593,2015-04-06,98034,spring,345000.0,440000.0,3,Buy
13801,4307330120,2014-09-17,98056,fall,320000.0,375000.0,3,Buy
13805,6600790210,2014-07-16,98030,summer,228000.0,280000.0,3,Buy
13808,9542830210,2015-02-11,98038,winter,300000.0,326992.0,3,Buy
13811,7852150120,2014-05-20,98065,spring,384000.0,506950.0,3,Buy
13816,2225039081,2014-10-20,98199,fall,405000.0,651000.0,3,Buy
